FakeName,FakeCompany,FakePosition,FakeEmail,Size,w1,w2,penalty
Rodney Scott,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Barbara Mason,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Craig Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Melinda Nelson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Donna Manning,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gary Mcintosh,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Nicholas Gallegos,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Parker,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cassidy Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Timothy Thornton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrew Rodriguez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joshua Knight,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Xavier Chavez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Charles Pearson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Pacheco,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 Employees,0.0,1.0,1.0
Alexandria Barnes DVM,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Paula Nelson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Karen Clarke,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tanner Mitchell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Ortiz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amber Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Nicholson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tyler Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Larson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Holly Webb,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jordan Baker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Amanda Franklin,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Laura Bennett,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Heather Krause,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrew Wright,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Candice Cline,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Trevor Gillespie,Chavez PLC,Radio producer,jennifer93@wade.com,1001-5000 Employees,0.0,1.0,1.0
John Steele,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Douglas Vega,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Manuel Stevens,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Caroline Andrade,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Cheryl Gordon,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Lisa Parker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Leah Stout,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Wilson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jill Hamilton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brandon Bennett,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jeremy Alexander,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jonathan Chang,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rebecca Hudson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Heather Martinez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Chang,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Kenneth Rios,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Paul Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Katherine Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Leon,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Angel Owen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Adam Mitchell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Carol Weber,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Patel,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Noah Brady,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Chen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kelsey Leon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Anthony Mack,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Shannon Wilson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brian Wall,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ms. Michele Lloyd,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
James Jackson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employyees,0.0,1.0,1.0
David Saunders,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Yvonne Morris,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Theodore Harris,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Edwin Wells,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stephanie Pope,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Joseph Newton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Edward Chandler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lisa Howe,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Melissa Kent,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joan Chung,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Kylie Pena,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brooke Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amanda Chase,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jonathan Berger,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Craig Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Thomas Kerr,Chavez PLC,Radio producer,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Nicole Estrada,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Denise Lawrence,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Andrew Maynard,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 Employees,0.0,1.0,1.0
Carla Adkins,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Sally Lee PhD,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Scott Campbell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Valerie Kelly,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 Employees,0.0,1.0,1.0
Lucas Guzman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Diana Grimes,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Brock,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Annette Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jonathan Alvarez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jordan Schneider,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patrick Jacobs,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
William Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Andrea Davidson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joe Rubio,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tammy Harris,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anna Rodriguez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jonathan Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Justin Dawson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Bryan Anderson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Emily Chandler,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Sylvia Barnes MD,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kenneth Ruiz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Mcdonald,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Manuel Jenkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeffrey Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jordan Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
David Harding,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
James Ruiz,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Brittany Carlson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Thomas Lynch,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sara Lara,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mallory Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
April Jones,Chavez PLC,Radio producer,jennifer93@wade.com,10001 Employees,0.0,1.0,1.0
Adam Liu,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lori Powers,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Sanders,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melissa Stewart,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sarah Golden,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Matthew Scott,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Hector Fernandez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jacob Foster,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Leslie Suarez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Olivia Logan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Matthew Howard,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employyees,0.0,1.0,1.0
Michael Schneider,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Latoya Townsend,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lauren Hinton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ronald Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Brianna Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Alexandra Pena,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patricia Sanchez,Chavez PLC,Radio producer,jennifer93@wade.com,0-1 Employees,0.0,1.0,1.0
Sarah Meyer,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Mitchell Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tyler Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melissa Owens,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jorge Adams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lauren Castro,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
George Alexander,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Alison Jackson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Eric Cruz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kimberly Humphrey,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jamie Parrish,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rachel Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Anna James,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Alexis Snyder,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Stephanie Torres,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kim Morgan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jacob Santos,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patricia Fitzpatrick,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Anita Lucas,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mark Lester,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melanie Turner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Craig Case,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cody Turner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Chad Moore,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Juan Fisher,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Vanessa Leon,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Roger Lopez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Wagner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Hale,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cameron Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jordan Schultz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brian Perez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kristen Kim,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kelly Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Travis Sosa,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 Employees,0.0,1.0,1.0
Cynthia Ramirez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Jones,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Nicole Hunter,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Krystal Johnston,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Linda Chambers,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Sherri Hughes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Norris,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jason Dixon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Armstrong,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
William Robinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Hannah Martinez,Chavez PLC,Radio producer,jennifer93@wade.com,"501-1,000 employees",0.0,1.0,1.0
Kathy Jones,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Emily David,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Linda Allen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Wise,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Luis Patterson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Diana Young,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Philip Lynch,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tracey Garrett,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Morgan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Julia Duncan,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Luke Robinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kristen Clayton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Justin Cox,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Peter Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
April Peters,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Eric Peterson,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 Employees,0.0,1.0,1.0
Jennifer Phillips,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stacey Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Matthew Jackson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cameron Herrera,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Amanda Perkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Catherine Villanueva DVM,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lisa Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cody Woodard,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ethan Thompson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jose Cisneros,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Terry,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Dr. Tonya Ross,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tracy Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Denise Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mr. Jeffrey Diaz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Daniel Soto,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Eric Morgan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amanda Garza,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Karen Anderson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Moyer PhD,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jose Butler,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kara Hansen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
William Shaw,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Jonathan Bonilla,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Eric Freeman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Taylor Garcia,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jim Vasquez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Johnny Roberts,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jessica Long,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Nicole Butler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Mr. David Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
George Garcia,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Donna Barrett,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Woods,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lisa Snow,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Pearson,Chavez PLC,Radio producer,jennifer93@wade.com,1-10 Employees,0.0,1.0,1.0
Caleb House,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lauren Murphy,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Margaret Rose,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Steven Hicks,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Jill Ramirez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Francisco Hamilton,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Leonard Steele,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Tanner Christensen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
William Allen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Benjamin Grant,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Julie Quinn,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Chandler,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Susan Cruz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brooke Walsh,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Stephen Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Thompson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Sanders,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Peter Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Justin Arnold,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Keith Morgan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rachel Watson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Dale Castillo,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeanne Spears,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Briana Sosa,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Dr. Elizabeth Garcia MD,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Erica Shields,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Derek Wood,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Darrell Allen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shelby Cohen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jonathan Bennett,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Curry,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Harper,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Munoz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
James Warren,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jackson West,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Shannon Strong,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Peter Obrien,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amy Miranda,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Mrs. Sara Edwards,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Destiny Frazier,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kathleen Cox,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Aimee Wilkinson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Benjamin Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christina Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Garrett,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tyler Fox,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Shane Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mario Serrano,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Erica Buck,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Rivera,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Miller,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Shawna Martinez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
